gasoline,liquidtotal,coke
0.454509421,0.852119145,0.059304877
0.460580734,0.856633709,0.055345357
0.470324311,0.864819827,0.046209109
0.478258674,0.877826357,0.032050725
0.480290414,0.88567904,0.022878947
0.476557324,0.883819754,0.024877214
0.472686361,0.878774918,0.029676028
0.469977631,0.870770813,0.037809663
0.467493535,0.867032557,0.040954137
0.468292448,0.866396681,0.041414184
0.467122339,0.876096987,0.031560203
0.466185904,0.877803218,0.029347288
0.463386325,0.875447175,0.031802414
0.462635914,0.865697438,0.040934379
0.464460546,0.862004249,0.043924089
0.465536601,0.862190996,0.043030813
0.465367999,0.86508982,0.040099779
0.465286486,0.869221375,0.035941492
0.46639951,0.868880396,0.03612269
0.466697245,0.866747034,0.038061024
0.46797089,0.836934584,0.067113112
0.466982198,0.823247374,0.079831982
0.468611232,0.819736165,0.081976491
0.466708765,0.834175425,0.067363983
0.466415087,0.836395282,0.065759966
0.464020804,0.836324095,0.06662397
0.460749574,0.840311424,0.063218687
0.458410472,0.844062511,0.058751653
0.455789106,0.831279981,0.071026989
0.457143974,0.825978104,0.075955416
0.456624683,0.830205801,0.069983645
0.456260207,0.839586192,0.058756483
0.454786297,0.843206717,0.052859769
0.456205967,0.846329357,0.052063043
0.458844003,0.85542585,0.04627655
0.463053933,0.863172803,0.041470479
0.467065598,0.86998924,0.035197756
0.469529141,0.86814446,0.035488477
0.473564036,0.870715633,0.032834157
0.474550789,0.878661073,0.024301579
0.474391563,0.880137202,0.023687535
0.469481611,0.879552807,0.024689917
0.465969247,0.868630324,0.035386147
0.46456811,0.872937577,0.030137987
0.464762859,0.878009066,0.023278147
0.465488322,0.883786454,0.01638662
0.465609789,0.884254189,0.015213032
0.465290212,0.885461422,0.013633899
0.465102783,0.884794037,0.014071927
0.466948696,0.882270325,0.015848265
0.467654716,0.872395959,0.025987157
0.466261969,0.862520179,0.035718249
0.467757543,0.857483012,0.040552574
0.468583764,0.862539561,0.03533414
0.471034476,0.859704767,0.038616797
0.469242326,0.863624552,0.036040359
0.465857033,0.853888645,0.046039964
0.463917863,0.853714677,0.046397465
0.461477264,0.84423562,0.056208369
0.465586835,0.848621388,0.051837261
0.468868577,0.851307395,0.048989586
0.471685113,0.854227717,0.045601517
0.473007439,0.858743146,0.041051678
0.472464838,0.865576465,0.034430451
0.472065562,0.86448197,0.035439448
0.468399323,0.860720183,0.03911132
0.467688018,0.857386387,0.04141081
0.473021719,0.863442737,0.033810657
0.479542255,0.865028727,0.030796782
0.483349314,0.860935549,0.034465036
0.482568804,0.854959634,0.040779299
0.483541176,0.856490196,0.039649282
0.483210974,0.860236036,0.036340697
0.482366261,0.865105327,0.032027136
0.480949844,0.861509849,0.036666075
0.477387216,0.85633172,0.042201844
0.471172766,0.849710984,0.049110711
0.461473175,0.844416679,0.053805227
0.455845075,0.847985444,0.049971238
0.448655851,0.842268996,0.054919075
0.447994478,0.841599206,0.055800562
0.453136912,0.83926413,0.057781041
0.464552739,0.84660594,0.050091902
0.470181471,0.847966979,0.048285966
0.468640139,0.84209443,0.05375317
0.465900894,0.837898712,0.057418321
0.46617041,0.83593819,0.058949258
0.46470069,0.837635387,0.057576004
0.462680657,0.835555854,0.059878501
0.461174447,0.834680659,0.060250415
0.465478088,0.840535264,0.053371333
0.468123014,0.844936458,0.048335002
0.46897321,0.849314163,0.043883202
0.466442151,0.84434959,0.048481317
0.465882013,0.843235454,0.049429899
0.465021748,0.845707429,0.046463965
0.464443084,0.844997887,0.047037361
0.460892614,0.84345805,0.048168715
0.455271197,0.829582782,0.061898673
0.451147688,0.826090704,0.064881378
0.450050821,0.822052435,0.068772263
0.454063534,0.832054549,0.058720834
0.457700997,0.836916544,0.053767986
0.457141169,0.833546227,0.059059372
0.456202718,0.832980011,0.059700305
0.455623282,0.832386386,0.060350871
0.456376531,0.835978834,0.054835608
0.456406644,0.830048452,0.060084425
0.45680985,0.832198825,0.056608763
0.458828466,0.838410119,0.049108696
0.459933835,0.853613708,0.032980106
0.459270771,0.852796673,0.033552522
0.459512236,0.861330139,0.024900681
0.461066896,0.853606662,0.032146385
0.46201034,0.858011589,0.027037945
0.464717109,0.853921914,0.031164011
0.464369444,0.855442617,0.028787881
0.464856717,0.852543922,0.032757968
0.463945958,0.843689282,0.044356875
0.463497816,0.836988412,0.054779057
0.46696662,0.834749995,0.059653461
0.467804501,0.837741178,0.056774908
0.470045964,0.840842763,0.054054041
0.469064872,0.84190219,0.053167971
0.469084458,0.846388221,0.049339828
0.469610318,0.848907019,0.04739829
0.466358219,0.850310077,0.04695595
0.46410686,0.848501411,0.049191175
0.461409517,0.844190627,0.053157134
0.466162563,0.843105248,0.053843115
0.470840578,0.842354738,0.053963225
0.475702271,0.849587571,0.046677366
0.476095998,0.84999614,0.046197596
0.474750473,0.845127068,0.055682117
0.473400771,0.839845954,0.07574315
0.472522666,0.834472408,0.094362979
0.471770443,0.836516421,0.100473528
0.466761766,0.837957948,0.09668219
0.463728185,0.844139899,0.089514515
0.464296641,0.850579543,0.082365259
0.471034404,0.858626898,0.074092919
0.476214509,0.862982448,0.068540062
0.478232038,0.86625117,0.064631287
0.477171698,0.867444321,0.062891293
0.478430208,0.876371339,0.052473971
0.48033719,0.873284745,0.05456765
0.483918719,0.874827541,0.052125779
0.484085145,0.866448788,0.062361061
0.487892864,0.873659444,0.056059623
0.488272171,0.876387579,0.046069146
0.489336977,0.881104834,0.024067848
0.484629084,0.882351664,0.006023683
0.480914659,0.881439238,-0.002320378
0.476800941,0.901773859,-0.022495109
0.473364309,0.881101761,-0.00167867
0.468208093,0.864942309,0.014627834
0.462866109,0.827392394,0.051709323
0.460341966,0.830977402,0.047455689
0.459159055,0.830647144,0.04782797
0.458651671,0.833516603,0.045368726
0.458104085,0.835345249,0.043845073
0.461972923,0.844799777,0.051419591
0.465562506,0.8422494,0.070840807
0.470505803,0.845130429,0.086609038
0.471901372,0.842473135,0.09074445
0.477170301,0.853958661,0.081023055
0.479247273,0.857292164,0.078600459
0.478416174,0.854152848,0.08230263
0.472972506,0.852221356,0.084669923
0.46661695,0.849663444,0.086776668
0.461830063,0.853522046,0.082265198
0.458544979,0.850120142,0.084902943
0.455407403,0.84575367,0.088299924
0.453881054,0.835423774,0.097493049
0.455131542,0.831367082,0.100320805
0.457097463,0.832552621,0.098008484
0.461240739,0.838717197,0.092190236
0.464717546,0.843752254,0.087182386
0.468420994,0.845981055,0.086059299
0.47058114,0.850571942,0.081850219
0.474431587,0.853920937,0.078748821
0.477700559,0.855199019,0.07689104
0.479012291,0.854601672,0.076552084
0.475657159,0.854634615,0.076698393
0.470770957,0.847610147,0.083932302
0.467408472,0.845488739,0.086284234
0.463349812,0.837991801,0.093372646
0.459321382,0.836855359,0.094170142
0.453068175,0.82649831,0.103988391
0.449873489,0.823284331,0.105936608
0.448863845,0.827992079,0.099647106
0.451669201,0.835225993,0.090605851
0.45198821,0.817142537,0.107875611
0.455268593,0.811804807,0.112029206
0.45705423,0.805413382,0.11782787
0.460075947,0.823849603,0.098619534
0.457129574,0.823982065,0.098363062
0.4565258,0.822322842,0.100109389
0.455186925,0.820595425,0.101983197
0.457239081,0.816949847,0.105682509
0.458513006,0.820522174,0.102455832
0.456080251,0.817009415,0.106531072
0.453404941,0.820925306,0.103088032
0.449613149,0.81672168,0.107204175
0.447831882,0.814638111,0.10896792
0.44388248,0.805880295,0.117703274
0.440880977,0.805844485,0.117600652
0.441627046,0.808598675,0.114602293
0.445631793,0.813274251,0.109484177
0.448428021,0.81062687,0.111812513
0.449084274,0.805668498,0.117015074
0.450698456,0.808753128,0.113876811
0.452799663,0.817827336,0.104854275
0.456644356,0.825123925,0.097953062
0.459421501,0.824513838,0.099116445
0.462527103,0.822301139,0.101366788
0.46765753,0.826613276,0.096949033
0.470835494,0.830953164,0.092470549
0.473786457,0.83828992,0.085986185
0.471484065,0.838063098,0.084914857
0.471900331,0.842178413,0.080046268
0.470000159,0.835114073,0.08619925
0.469512995,0.834699075,0.087356028
0.468036734,0.828921775,0.092576602
0.468716084,0.830180611,0.090066429
0.468432892,0.82894477,0.089850998
0.463825365,0.824906322,0.093270932
0.459701781,0.823749475,0.09351205
0.457830811,0.821798444,0.095000464
0.46003664,0.824200667,0.092502463
0.460540091,0.820036527,0.098203791
0.459672065,0.820004386,0.099352586
0.459688793,0.821956216,0.09817452
0.461834268,0.825891632,0.094381749
0.461227538,0.822032789,0.098995015
0.461850634,0.822402441,0.099365335
0.460319874,0.820595062,0.100454028
0.459524776,0.827868127,0.089628987
0.45712152,0.825783005,0.088388921
0.454188824,0.826395191,0.085454029
0.453403925,0.824786695,0.086715078
0.453309195,0.822238692,0.087420156
0.457052475,0.824295054,0.084926956
0.464314775,0.830234572,0.078445272
0.468724007,0.842950273,0.067060515
0.46961742,0.849318498,0.061327225
0.471116533,0.846217963,0.066861052
0.473116649,0.842157933,0.07268985
0.476757411,0.849064839,0.06861472
0.474549317,0.850941989,0.068947978
0.472435393,0.851412867,0.070497177
0.47161203,0.840539286,0.081654657
0.47042031,0.832113682,0.08954361
0.470045958,0.826560795,0.094579681
0.466566726,0.829427369,0.091179642
0.462643976,0.831932154,0.088560552
0.458020095,0.826894239,0.093832159
0.458276276,0.823614722,0.097278102
0.461769196,0.808481122,0.112082063
0.468957725,0.809456025,0.104363875
0.471959013,0.831352512,0.085561509
0.477899877,0.861174037,0.055481791
0.483590194,0.87539898,0.04665061
0.486938336,0.876819378,0.04090508
0.485781775,0.868932418,0.04932552
0.481761303,0.869010309,0.050144958
0.479766436,0.853835884,0.066579876
0.477653423,0.852371336,0.067802466
0.474213455,0.845488846,0.074868029
0.469791049,0.83749836,0.082637812
0.467056038,0.838788986,0.080977972
0.458716046,0.833110147,0.086152609
0.451075383,0.831300449,0.087223574
0.438072045,0.806876107,0.113309757
0.437840013,0.802138936,0.116940041
0.443145299,0.806170759,0.111374332
0.455244318,0.825314034,0.089182229
0.460094891,0.837861821,0.0762
0.461235642,0.831524903,0.083187892
0.460800429,0.832347776,0.082382483
0.460448606,0.838187461,0.076247924
0.460284756,0.846888101,0.067365964
0.458925615,0.84771733,0.066183595
0.457905416,0.838583115,0.075466711
0.455022076,0.838200909,0.075405621
0.454530726,0.84228982,0.07139451
0.455203446,0.846997641,0.066427846
0.457027172,0.84797971,0.066126308
0.456865199,0.85037158,0.063701474
0.460419208,0.852122592,0.063455308
0.466197795,0.859242693,0.058271013
0.47273739,0.859483524,0.059073487
0.471413499,0.856582764,0.062130109
0.469272724,0.8516302,0.066578527
0.465826874,0.850105902,0.071795883
0.467790597,0.85578951,0.068866915
0.466517577,0.855237979,0.072346568
0.465731475,0.855779859,0.071545477
0.464120053,0.852925569,0.074502961
0.465288969,0.850643949,0.076641779
0.464575051,0.847907945,0.078939888
0.46490038,0.847380525,0.079599535
0.46437705,0.847517347,0.079375725
0.465065115,0.848778854,0.078064673
0.464368299,0.846434619,0.080737017
0.4671231,0.847159125,0.079603445
0.473400386,0.852777799,0.073759396
0.479812517,0.862082351,0.064482158
0.481324277,0.864102009,0.063578825
0.48240984,0.864537282,0.064366656
0.480944524,0.860982258,0.068173006
0.47973347,0.862010527,0.066770283
0.476654164,0.86585556,0.063400513
0.475455809,0.86842798,0.06130021
0.474098649,0.865620658,0.06488948
0.473181288,0.859091525,0.071647981
0.47043531,0.850251106,0.080816871
0.467581431,0.851943708,0.079006993
0.463991623,0.859575676,0.070456389
0.464597571,0.867130328,0.061949947
0.466400206,0.863086768,0.065423295
0.469097266,0.855057906,0.073899814
0.472652012,0.854219152,0.074520046
0.475554645,0.869272542,0.056557917
0.480743262,0.87990195,0.044448219
0.482422821,0.883221971,0.040003697
0.483747123,0.881297906,0.043585809
0.477895142,0.871814958,0.052529358
0.471912407,0.868545388,0.055213091
0.466652293,0.865418131,0.057794266
0.46568162,0.864782841,0.058199037
0.467156597,0.865898175,0.057059436
0.46866948,0.863352989,0.059489267
0.467116856,0.861701059,0.061191735
0.462313589,0.8533155,0.069009915
0.462035963,0.851154759,0.070534505
0.461346843,0.842979093,0.078207805
0.466931125,0.843810133,0.076173447
0.466797053,0.842585629,0.077590632
0.476523966,0.855007626,0.064717061
0.481331288,0.857512828,0.061856121
0.48872177,0.862467719,0.054956014
0.490688211,0.867059646,0.04673603
0.493311174,0.872009538,0.039971755
0.495593634,0.873574353,0.036691674
0.49294022,0.871640022,0.03940941
0.489966198,0.876738176,0.034697782
0.484696113,0.871606772,0.040728653
0.482260597,0.866512626,0.045602291
0.480010938,0.860327804,0.051688806
0.48058201,0.865214042,0.046625652
0.48142502,0.870648018,0.041418233
0.480933855,0.871948316,0.040294657
0.480773093,0.868537255,0.043760399
0.482953526,0.86897873,0.044208301
0.48699984,0.871292749,0.04262123
0.48598694,0.874384982,0.039969827
0.484178921,0.868031074,0.046279567
0.481516945,0.858760328,0.055173967
0.482128201,0.855069144,0.059298756
0.480959486,0.863615324,0.05124148
0.478531487,0.870582601,0.042797626
0.475129507,0.873045201,0.037580437
0.473480584,0.870054877,0.037960344
0.472874474,0.870759339,0.036654649
0.472771966,0.868701956,0.039279997
0.47210455,0.867808055,0.04034397
0.471326187,0.867677175,0.040948915
0.471638722,0.867916217,0.040433952
0.473147192,0.858864248,0.058312386
0.477213212,0.854018332,0.071693448
0.482704602,0.855927101,0.077883085
0.487459601,0.864253611,0.069320952
0.489465882,0.873222623,0.060374414
0.491903806,0.879210214,0.055078215
0.491772737,0.881716291,0.053072588
0.485661728,0.874969573,0.060805774
0.476087874,0.865832753,0.070922753
0.472390374,0.862787642,0.074467367
0.472979315,0.862374833,0.071527384
0.473876993,0.863523995,0.067178417
0.472934688,0.862658666,0.065069029
0.471722563,0.858262433,0.071896237
0.470717678,0.850298834,0.082048445
0.468755589,0.843100029,0.091509204
0.470185729,0.846369433,0.088069935
0.476961666,0.858513904,0.076406767
0.480709483,0.86680363,0.067909045
0.483942521,0.87108271,0.06386378
0.482739047,0.871388942,0.060184987
0.483779464,0.870187739,0.044507055
0.481740677,0.86856098,0.048618674
0.478316803,0.857017017,0.061647024
0.474327271,0.853931089,0.07958869
0.472778989,0.851538049,0.077938718
0.470734536,0.858224535,0.071590197
0.468010237,0.856622443,0.075686765
0.466111994,0.851666686,0.08092254
0.465853716,0.848235984,0.08344567
0.464160372,0.84722108,0.082129297
0.466627768,0.852703419,0.07550196
0.470683371,0.856163355,0.075762557
0.479763617,0.862500512,0.067678412
0.485460799,0.868131734,0.060323269
0.491085944,0.876673066,0.045494659
0.494558228,0.881742149,0.039636706
0.494699817,0.879655176,0.041803077
0.494034201,0.878855231,0.043098196
0.489824948,0.873930828,0.049061754
0.488290264,0.878592595,0.04491605
0.48342293,0.870624185,0.054005576
0.480614639,0.868159125,0.056704226
0.47738946,0.862321116,0.062928691
0.476174751,0.856108583,0.069241175
0.476270404,0.854427336,0.071347471
0.476532806,0.851152409,0.07481231
0.478922538,0.859502133,0.066161372
0.480000315,0.862275627,0.062737813
0.481586043,0.864613758,0.06064007
0.482148987,0.86376547,0.061358716
0.482767111,0.866814774,0.058832086
0.4830646,0.868105148,0.057164104
0.487030905,0.866376448,0.059377606
0.489563613,0.867499587,0.05814565
0.490883115,0.873929733,0.05190504
0.488054322,0.879331999,0.046746241
0.486638385,0.877512743,0.048950629
0.479251187,0.857762722,0.068890431
0.473033824,0.846182562,0.080062772
0.468155305,0.837226589,0.088688528
0.47117742,0.851173664,0.075176923
0.470451966,0.85368111,0.073441419
0.469480618,0.854460879,0.073300351
0.467505787,0.84513059,0.082674048
0.469593355,0.84930496,0.077495078
0.469979312,0.845138566,0.081414267
0.46938245,0.852493416,0.073715645
0.467466679,0.849510448,0.07559802
0.467601625,0.852324933,0.071882434
0.46899638,0.846893565,0.077417757
0.469764606,0.844393024,0.082565748
0.46801031,0.842883428,0.086727512
0.463512394,0.838389559,0.092911776
0.463437635,0.842046227,0.089854903
0.465540704,0.847483822,0.084224711
0.470873414,0.856672317,0.07486545
0.4707193,0.855086039,0.076489858
0.470243741,0.853688156,0.082962516
0.467818606,0.845407479,0.10012594
0.468100746,0.843309012,0.101714904
0.46816468,0.845694283,0.093256414
0.469964576,0.851243567,0.077954109
0.473859476,0.856219722,0.073301439
0.476948317,0.856095837,0.073654167
0.480406273,0.85915339,0.070317101
0.478729944,0.856685789,0.072034854
0.475008501,0.850290642,0.0784056
0.471871161,0.849278163,0.07939754
0.470919405,0.848072301,0.080512579
0.47611545,0.853383886,0.075217296
0.479801976,0.854841232,0.074229883
0.481685695,0.857877441,0.071276579
0.478292869,0.856966974,0.072733588
0.475074829,0.852958432,0.077365332
0.471389422,0.848845494,0.081623337
0.47157651,0.846880042,0.083276445
0.4712858,0.846735497,0.083183916
0.474256825,0.848355093,0.082029229
0.475012334,0.849066362,0.081495748
0.47669789,0.850858969,0.079410977
0.477416504,0.854697258,0.075417588
0.478655973,0.855052919,0.074489384
0.477735515,0.855025815,0.07379379
0.476621362,0.850695035,0.077469895
0.473490286,0.847561576,0.0806197
0.468735681,0.837500003,0.088189613
0.465000958,0.828383614,0.094691628
0.463224257,0.823788951,0.096649777
0.461022268,0.818426409,0.102260606
0.456465025,0.821546847,0.106452761
0.452615246,0.822504785,0.105591715
0.456505447,0.837983038,0.090206002
0.462942896,0.846354601,0.077254924
0.470033855,0.858799127,0.066856384
0.474193043,0.866153573,0.061283725
0.478300623,0.877785949,0.049182006
0.478222761,0.882750202,0.044152564
0.477556889,0.883009009,0.045081116
0.473108228,0.87383988,0.055217513
0.472973725,0.871580791,0.058095561
0.471706025,0.870825405,0.05851549
0.471306748,0.871509428,0.057379068
0.467917133,0.862986194,0.066119983
0.46363646,0.856296329,0.072485251
0.461728845,0.855049817,0.073729916
0.458571638,0.852746256,0.076283017
0.459304821,0.853715749,0.074914979
0.462478358,0.854745563,0.073379028
0.468972877,0.85933438,0.067998228
0.474046524,0.86435268,0.063346434
0.47496358,0.866861373,0.06107282
0.46401857,0.838752009,0.092275791
0.439711943,0.777682158,0.157442645
0.412362135,0.709564127,0.231042176
0.391049556,0.662586572,0.281305629
0.379639541,0.636641545,0.3095976
0.377442565,0.628439162,0.316701176
0.37862958,0.629680761,0.314232723
0.382798249,0.637381801,0.303670104
0.405612397,0.69435505,0.240321931
0.425114569,0.743045835,0.186631177
0.442582215,0.789195541,0.13745701
0.433909171,0.771869568,0.157901082
0.437735122,0.778351265,0.152337251
0.450950229,0.801455688,0.126569143
0.467179933,0.828333182,0.097101598
0.47630435,0.845599736,0.077354156
0.477976976,0.850137015,0.073837671
0.475789066,0.850611902,0.075024022
0.457605179,0.816699529,0.113643655
0.424484139,0.753348278,0.183990035
0.393417886,0.692065773,0.250300258
0.379919903,0.660766654,0.283241901
0.380166182,0.653041046,0.292236827
0.378718156,0.639346651,0.308153582
0.378240414,0.638074786,0.311367246
0.377866381,0.639569941,0.309790041
0.380539018,0.651490721,0.297496793
0.38458577,0.666181827,0.281053294
0.390597167,0.683673577,0.261976653
0.396680016,0.697841838,0.24656672
0.398714232,0.69671722,0.248119051
0.400857014,0.693013535,0.251964093
0.40161287,0.690703241,0.254028939
0.40320951,0.69101364,0.253841405
0.404007758,0.693343285,0.251063623
0.401399595,0.686837826,0.257433653
0.397811412,0.680739311,0.26351022
0.397762443,0.688375481,0.255152648
0.404610114,0.703345174,0.238689086
0.411343823,0.71357316,0.226751103
0.412923908,0.70914877,0.230954045
0.414729726,0.711624326,0.228667485
0.432690477,0.760071399,0.176343323
0.450318287,0.806401466,0.12568591
0.466454066,0.849713867,0.077713614
0.468179401,0.851586883,0.075971017
0.471559407,0.856889227,0.070595161
0.475195781,0.856489306,0.071330396
0.474758604,0.860254202,0.067548644
0.468967873,0.839224764,0.090431585
0.456304134,0.816050182,0.116056593
0.444578711,0.787846906,0.146442534
0.43576821,0.778706479,0.156477028
0.434287509,0.777730004,0.157963214
0.435387552,0.781530525,0.153283043
0.438161675,0.787942202,0.146125073
0.437753427,0.786235745,0.147587842
0.436192143,0.777386164,0.157409993
0.43314758,0.768177958,0.167360676
0.427924612,0.765008067,0.171129821
0.44303418,0.782791867,0.153848117
0.460931416,0.806134449,0.130603441
0.481685143,0.823130569,0.113431339
0.484039246,0.825624542,0.110669294
0.48298647,0.822416189,0.112816503
0.482800293,0.824661438,0.109489961
0.483605358,0.826430599,0.106555599
0.487922563,0.834677124,0.097937617
0.49203296,0.847556882,0.082894684
0.494350572,0.857962614,0.070665927
0.496019504,0.86676045,0.059990974
0.497979974,0.876034548,0.050618025
0.498631839,0.882458042,0.043497102
0.497393174,0.888869294,0.036486315
0.498949711,0.893658672,0.030549803
0.50226202,0.909336931,0.01342762
0.508752257,0.919342143,0.003582078
0.513309623,0.929178481,-0.005585073
0.520113896,0.927732217,-0.002577718
0.524105534,0.936234134,-0.010380468
0.527625919,0.942468131,-0.017359694
0.527770415,0.949153594,-0.026243205
0.526671081,0.946210728,-0.026183978
