FIQ-3224,0.99999994
FIQ-3227,0.99999994
FIQ-3231,0.8686286
FIC-3223,0.540034322
TI-5183A,0.529318945
TI-3207A,0.50360561
FIC-3214,0.485892473
PI-3203,0.411623582
F-5137,0.406829437
TIC-3201,0.395284681
TI-3220C,0.393709027
FIC-3201,0.393061771
LIC-3206,0.387078229
LIC-3208,0.363624323
FIC-3403,0.358401409
TI-3243,0.346420011
FIC-3206,0.33795715
TI-3223,0.32863905
LIC-3204,0.322590975
TI-3222,0.31833396
FIC-3404,0.313538771
FIC-3222,0.301362376
FIC-3207,0.301329773
TI-3237,0.294542397
TI-3208,0.285882489
TI-3217,0.282194178
TI-3215,0.280297988
TI-3216,0.279664922
FIC-3213,0.272173067
TI-3242,0.270244166
TI-3212,0.268465536
TIC-3203,0.267213315
TI-3236,0.267205448
TI-3211A,0.264153512
FIC-3204,0.251653237
FIC-3203,0.245578436
TI-3209B,0.245380261
LIC-3205,0.227791924
FIC-3202,0.223123505
TI-3206A,0.214870954
TI-3209A,0.207650755
LIC3401,0.176792469
TI-3245,0.152157734
TI-3244,0.128403326
LIC-3201,0.091638379
PIC-3401,0.074762715
LIC-3207,0.053973389
LIC-3210,0.009577568
